"bairro","location","preco","quartos","m2","corretora","data","link","pm2"
"Sudoeste ","SQSW 103 >>  NASCENTE, REFORMADISSIMO",1030000,3,107,"18222",2014-01-15,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-103-983256",9626.16822429906
"Asa Sul ","SQS 106 ",1030000,3,177,"2146",2014-01-14,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-106-1159366",5819.20903954802
"Sudoeste ","SQSW 306 BLOCO A ED. FLAMBOYANT",1030000,3,98,"19811",2014-01-02,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-306-bloco-a-574155",10510.2040816327
"Asa Sul ","SQS 212 BOM ESTADO, CONFIRA!!!",1030000,3,123,"10380",2013-12-24,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-212-1035080",8373.9837398374
"Asa Norte ","SQN 313 IMPERD?VEL 03 QTS STE REFORMADO EXCTE PRE?O R$$",1030000,3,102,"7037",2013-12-16,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-313-842012",10098.0392156863
"Asa Norte ","SQN 311 ",1030000,3,98,"20101",2013-12-10,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-311-1101533",10510.2040816327
"Asa Sul ","SQS 212 BLOCO E ",1030000,3,123,"1703",2013-12-20,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-212-bloco-e-958968",8373.9837398374
"Asa Sul ","CLS 102 BLOCO A - O MENOR PRE?O NO PRIME- LIGUE P/ ALISSO",1031000,3,116.34,"17459",2014-01-24,"/imovel/venda-apartamento-brasilia-df-3-quartos-cls-102-bloco-a-529695",8861.95633488052
"Noroeste ","SQNW 2QTS VIA PRESTIGE ACEITA TROCA APT ASA SUL/NORTE",1034999,2,85,"11621",2014-01-27,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqnw-475350",12176.4588235294
"Asa Norte ","SQN 116 - 03 QUARTOS - DESOCUPADO",1040000,3,128,"13933",2014-01-27,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-116-1009180",8125
"Asa Norte ","SQN 116 - GARAGEM - VAZADO - VISTA LIVRE",1040000,3,128,"13933",2014-01-04,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-116-1064000",8125
"Sudoeste ","SQSW 302 VISTA LIVRE, DE CANTO, CONSULTORIA COMPLETA!!!",1040000,3,107,"9025",2014-01-02,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-302-884987",9719.6261682243
"Noroeste ","SQNW 111 BLOCO C PERFECT?VEL LIFE STYLE",1040000,3,114,"18986",2013-12-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-111-bloco-c-1039416",9122.80701754386
"Noroeste ","SQNW 310 BLOCO B PERSONA VENTURA-PRONTO PARA MORAR!",1042000,3,103.6,"14522",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-310-bloco-b-1155847",10057.9150579151
"Noroeste ","SQNW SCEN?RIO 3QTOS 2VG VISTA LIVRE",1043000,3,112,"15034",2014-01-13,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-911074",9312.5
"Noroeste ","SQNW 109 BLOCO D - ED. SANCY - PRONTO PARA MORAR",1044272.94,3,100,"8714",2014-01-06,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-109-bloco-d-747138",10442.7294
"Noroeste ","SQNW 109-REAL EVOLUTION/ACEITA PROPOSTA!!! VAGAS SOLTAS!",1045313,3,106,"10803",2014-01-09,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-579817",9861.44339622642
"Noroeste ","SQNW 109 BLOCO H - RESERVA PARQUE NOROESTE - PRONTO PARA MORA",1045745,3,108.28,"8714",2014-01-06,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-109-bloco-h-1148544",9657.7853712597
"Asa Norte ","CONDOMINIO COMPLEXO ILHAS DO LAGO ILHAS DO LAGO NASCENTE",1048000,2,74,"10584",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-condominio-complexo-ilhas-do-lago-702293",14162.1621621622
"Asa Sul ","SQS 109 BLOCO E -TROCO APTO MENOR PLANO PILOTO/LIVING",1049000,3,137,"10043",2014-01-03,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-109-bloco-e-474052",7656.93430656934
"Asa Sul ","SQS 210 OPORTUNIDADE! 6? ANDAR! A/C FINANCIAMENTO !!!",1049999,3,105,"5377",2014-01-24,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-210-255213",9999.99047619048
"Asa Sul ","SQS 210 SQS 210  - EXCELENTE APARTAMENTO, VAZADO, VISTA LIVRE",1050000,3,100,"17001",2014-01-30,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-210-1162497",10500
"Sudoeste ","SQSW 306 SQSW 306 - FLAMBOYANT CANTO E NASCENTE!",1050000,3,111,"17001",2014-01-30,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-306-1160090",9459.45945945946
"Sudoeste ","SQSW 306 SQSW 306 - NASCENTE, VISTA LIVRE E REFORMADO!",1050000,3,96,"17001",2014-01-30,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-306-1155482",10937.5
"Asa Sul ","SQS 102 BLOCO D ACEITA PROPOSTA!!!61-99095777",1050000,3,112,"8696",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-102-bloco-d-720883",9375
"Asa Sul ","SQS 306 ",1050000,3,154,"7717",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-306-796697",6818.18181818182
"Asa Sul ","SQS 304 BLOCO K ",1050000,3,140,"20063",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-304-bloco-k-1162814",7500
"Asa Norte ","SQN 211 NASCENTE, VAZADO,",1050000,3,110,"10584",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-211-973916",9545.45454545455
"Asa Norte ","SQN 111 PRIME BRAS?LIA VDE ?TIMO APTO 8408-4788",1050000,3,120,"19420",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-111-1162053",8750
"Asa Sul ","SQS 302 4? ANDAR DESOCUPADO  VAZADO  V. LIVRE",1050000,3,116,"10584",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-302-1110980",9051.72413793103
"Asa Norte ","SQN 308 ",1050000,3,127,"10584",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-308-1158094",8267.71653543307
"Asa Sul ","SQS 113 ",1050000,3,120,"14021",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-113-608895",8750
"Asa Norte ","SQN 111 BLOCO H OPORTUNIDADE DE NEG?CIO!!!",1050000,3,120,"16810",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-111-bloco-h-1160808",8750
"Asa Norte ","SQN 308 BLOCO E DESOCUPADO CANTO VAZADO",1050000,3,123.93,"12732",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-308-bloco-e-1027911",8472.52481239409
"Sudoeste ","CCSW 02 UNIQUE RESIDENCE DUPLEX",1050000,2,60,"17001",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-ccsw-02-1004739",17500
"Asa Sul ","SQS 214 ",1050000,3,112,"17001",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-214-905192",9375
"Asa Sul ","SQS 315 REFORMADO, NASCENTE, SU?TE, DCE 2 VAGAS",1050000,3,102,"10491",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-315-1159361",10294.1176470588
"Sudoeste ","CCSW 02 UNIQUE - OPORTUNIDADE",1050000,1,78,"19420",2014-01-28,"/imovel/venda-apartamento-brasilia-df-1-quarto-ccsw-02-702383",13461.5384615385
"Asa Sul ","SQS 306 ",1050000,3,164,"12462",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-306-1157289",6402.43902439024
"Asa Norte ","SQN 105 LINDO!!! REFORMADO!!NASCENTE!!",1050000,3,115,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-105-1022274",9130.4347826087
"Asa Norte ","SQN 313 BLOCO H ",1050000,3,125,"6916",2014-01-27,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-313-bloco-h-951526",8400
"Asa Sul ","SQS 305 BLOCO E ",1050000,3,133.53,"3312",2014-01-27,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-305-bloco-e-1155309",7863.40148281285
"Asa Norte ","SQN 111 BLOCO H ACEITA IM?VEL MENOR VALOR",1050000,3,120,"19812",2014-01-27,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-111-bloco-h-1069573",8750
"Asa Norte ","SQN 209 3 QUARTOS - VAZADO - OPORTUNIDADE!",1050000,3,140,"13221",2014-01-25,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-209-993577",7500
"Asa Norte ","SQN 310 BLOCO B NASCENTE, VISTA LIVRE",1050000,4,135,"365",2014-01-24,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqn-310-bloco-b-944651",7777.77777777778
"Asa Norte ","SQN 209 ",1050000,3,140,"8666",2014-01-24,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-209-946464",7500
"Asa Norte ","SQN 105 BLOCO G 1 VAGA, NASCENTE, VAZADO, VISTA LIVRE",1050000,3,112,"15332",2014-01-24,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-105-bloco-g-1158999",9375
"Asa Norte ","SQN 105 BLOCO B ",1050000,3,137,"9182",2014-01-24,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-105-bloco-b-960667",7664.23357664234
"Noroeste ","SQNW ",1050000,3,95,"17954",2014-01-24,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-660969",11052.6315789474
"Sudoeste ","CCSW 04 ",1050000,3,96,"9807",2014-01-23,"/imovel/venda-apartamento-brasilia-df-3-quartos-ccsw-04-1162450",10937.5
"Sudoeste ","SQSW 103 BLOCO B ED. VARANDAS - VAZADO!",1050000,3,126,"4996",2014-01-23,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-103-bloco-b-1059271",8333.33333333333
"Sudoeste ","SQSW 102 5? ANDAR DE CANTO! LINDO!! 2 VAGAS!",1050000,3,110,"6257",2014-01-22,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-102-1080522",9545.45454545455
"Asa Norte ","SQN 214 >> 2 VAGAS, REFORMADO",1050000,3,96,"18222",2014-01-20,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-214-957791",10937.5
"Asa Norte ","SQN 111 - 03 QTS - NASCENTE - RICO EM ARM?RIOS",1050000,3,120,"13933",2014-01-20,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-111-1089962",8750
"Asa Sul ","SQS 302 ",1050000,3,115,"6069",2014-01-19,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-302-859784",9130.4347826087
"Asa Norte ","SQN 214 ",1050000,3,90.56,"3545",2014-01-18,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-214-1036837",11594.5229681979
"Asa Sul ","SQS 306 ",1050000,3,154,"14480",2014-01-17,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-306-1160749",6818.18181818182
"Asa Sul ","SQS 306 ",1050000,3,154,"12268",2014-01-17,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-306-798067",6818.18181818182
"Asa Norte ","SQN 212 BLOCO D LINDO 3 QTS COM ARM?RIOS E LAZER!",1050000,3,105,"9669",2014-01-15,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-212-bloco-d-1158082",10000
"Asa Sul ","SQS 108 BLOCO C NASCENTE E DE CANTO",1050000,3,140,"8454",2014-01-15,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-108-bloco-c-803939",7500
"Asa Sul ","SQS 213 >> 4?ANDAR, 1 VAGA, ?TIMA PLANTA",1050000,3,120,"18222",2014-01-15,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-213-954504",8750
"Asa Norte ","SQN 104 ",1050000,3,113,"10075",2014-01-14,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-104-839470",9292.03539823009
"Asa Norte ","SQN 212 LINDO!!! ED. AN?SIO TEIXEIRA!",1050000,3,110,"10075",2014-01-14,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-212-730999",9545.45454545455
"Asa Norte ","SQN 209 BLOCO E 3QTS 108M?  DESOCUPADO",1050000,3,108,"17829",2014-01-13,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-209-bloco-e-838103",9722.22222222222
"Sudoeste ","SQSW 102 BLOCO C APTO 511 ED RIO MADEIRA",1050000,3,110,"9760",2014-01-13,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-102-bloco-c-956082",9545.45454545455
"Asa Norte ","SQN 107 DESOCUPADO - COM COBERTURA COLETIVA",1050000,3,114,"358",2014-01-13,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-107-764651",9210.52631578947
"Sudoeste ","SQSW 105 LINDA REFORMA",1050000,3,100,"358",2014-01-13,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-105-980764",10500
"Asa Norte ","SQN 104 BLOCO F ",1050000,3,111.72,"9422",2014-01-13,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-104-bloco-f-1011018",9398.4962406015
"Asa Norte ","SQN 209 ***VAZADO***",1050000,3,140,"7315",2014-01-13,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-209-1080342",7500
"Asa Sul ","SQS 306 IMPERD?VEL 03 QTS EXCTE PRE?O R$$",1050000,3,154,"7037",2014-01-12,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-306-911228",6818.18181818182
"Asa Norte ","SQN 105 :: LINDO APTO ::?TIMA PLANTA:: VAZADO:: ACEIT",1050000,3,137,"13880",2014-01-11,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-105-954397",7664.23357664234
"Asa Norte ","SQN 104 NASCENTE, VISTA LIVRE -  RWF",1050000,3,112,"8066",2014-01-08,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-104-1157776",9375
"Sudoeste ","SQSW 306 REFORMAD?SSIMO, DE CANTO, NASCENTE!",1050000,3,111.78,"10193",2014-01-07,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-306-785285",9393.45142243693
"Asa Sul ","SQS 109 ",1050000,3,136,"10016",2014-01-07,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-109-1056917",7720.58823529412
"Asa Sul ","SQS 306 BLOCO H EXCELENTE APTO - OPORTUNIDADE",1050000,3,120,"5936",2014-01-07,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-306-bloco-h-889368",8750
"Asa Norte ","SQN 209 ",1050000,3,140,"9182",2014-01-06,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-209-1069203",7500
"Asa Norte ","SQN 115 (61)85600053/81604020",1050000,3,125,"20363",2014-01-03,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-115-1024098",8400
"Asa Norte ","SQN 214 ",1050000,3,91,"5179",2014-01-03,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-214-892271",11538.4615384615
"Asa Norte ","SQN 209 ",1050000,3,140,"5179",2014-01-02,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-209-1059142",7500
"Asa Sul ","SQS 213 BLOCO K ",1050000,3,120,"7476",2013-12-30,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-213-bloco-k-1043372",8750
"Asa Norte ","SQN 305 BLOCO D RES. GENERAL ROSA",1050000,3,103,"4996",2013-12-30,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-305-bloco-d-776879",10194.1747572816
"Noroeste ","SQNW 309 BLOCO I 4 QUARTOS PRONTO PARA MORAR//8215 6648",1050000,4,114.1,"14688",2013-12-27,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-309-bloco-i-1155820",9202.45398773006
"Asa Norte ","SQN 115 -  VISTA LIVRE,VAZADO E COM ARM?RIOS",1050000,3,105,"9476",2013-12-26,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-115-966968",10000
"Asa Sul ","SQS 204 IMPERD?VEL! VAZADO 03 QTOS DCE EXCTE PRE?O R$$",1050000,3,125,"7037",2013-12-16,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-204-605604",8400
"Asa Sul ","SQS 306 154 M? PRIV REFORMADO VAZADO OPORTUNIDADE!!",1050000,4,154,"09804",2013-12-14,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqs-306-1080565",6818.18181818182
"Asa Sul ","SQS 302 BLOCO H ",1050000,3,115,"7791",2013-12-13,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-302-bloco-h-1035016",9130.4347826087
"Noroeste ","SQNW 309 BLOCO G ",1050000,3,127,"9909",2013-12-13,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-309-bloco-g-606646",8267.71653543307
"Asa Sul ","SQS 211 BLOCO A EXCELENTE LOCALIZA??O",1050000,3,127,"19700",2013-12-07,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-211-bloco-a-1006978",8267.71653543307
"Asa Sul ","SQS 307 IMPERD?VEL 3 QUARTOS EXCTE PRE?O!!!",1050000,3,104,"7037",2013-12-06,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-307-794080",10096.1538461538
"Noroeste ","SQNW 309 BLOCO I ",1050000,4,114,"20348",2014-01-25,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-309-bloco-i-847004",9210.52631578947
"Noroeste ","SQNW 109 ",1050000,3,108,"7037",2014-01-12,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-109-997196",9722.22222222222
"Noroeste ","SQNW 108 BLOCO J ?GIO OU QUITADO",1050000,2,75,"7173",2014-01-22,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqnw-108-bloco-j-1161788",14000
"Noroeste ","SQNW 309 BLOCO H ",1052000,3,100,"20381",2014-01-24,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-309-bloco-h-857030",10520
"Noroeste ","SQNW CANTO 4 QTOS * 2? ANDAR * ACEITA PROPOSTA",1057000,4,115,"15034",2013-12-10,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-589548",9191.30434782609
"Sudoeste ","SQSW 104 ACEITA IMOV?L DE MENOR VALOR ESTA TODO REFOR",1060000,3,101.89,"10584",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-104-1156623",10403.3761900088
"Noroeste ","SQNW 111 BLOCO J 3 QUARTOS REFORMADO -",1060000,3,88,"11524",2014-01-26,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-111-bloco-j-1156143",12045.4545454545
"Sudoeste ","SQSW 306 IMPERD?VEL ! 03 QTOS(STE) DCE ANDAR ALTO  LAZER !!",1060000,3,106,"7037",2014-01-12,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-306-674386",10000
"Asa Norte ","SQN 206 ELEVADOR, GAR, STE. RWF",1060000,3,120,"8066",2014-01-08,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-206-586777",8833.33333333333
"Noroeste ","SQNW 309 BLOCO I ",1062561,3,103,"11000",2014-01-30,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-309-bloco-i-1155498",10316.1262135922
"Sudoeste ","SQSW 302 LINDO 03 QTOS(STE) DCE ARMS QUADRA NOBRE EXCTE PRE?O",1065000,3,107,"7037",2013-12-30,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-302-621083",9953.27102803738
"Sudoeste ","SQSW 306 CONFIRA OUTRAS OP??ES COM 3 QTOS",1070000,3,106,"11331",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-306-752153",10094.3396226415
"Asa Norte ","SQN 108 VAZADO , EXCELENTE",1070000,3,135,"10584",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-108-944503",7925.92592592593
"Noroeste ","SQNW 309 ACEITO SEU CARRO NO NEG?CIO, FINANCIO COM TAXA DE 8%",1070000,3,127.24,"12463",2014-01-17,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-309-969077",8409.30524992141
"Asa Sul ","SQS 312 !!! REFORMAD?SSIMO!!! COBERTURA COLETIVA COM PISCINA",1070000,3,97,"7037",2014-01-12,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-312-1002429",11030.9278350515
"Asa Sul ","SQS 302 BARATO...EXCELENTE APARTAMENTO!!!",1070000,3,115,"3889",2014-01-07,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-302-359545",9304.34782608696
"Asa Sul ","SQS 302 5? ANDAR DESOCUPADO",1070000,3,116,"9764",2014-01-02,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-302-1015141",9224.13793103448
"Noroeste ","SQNW 111 BLOCO J SCENARIO 3QTOS LINDO E FRENTE PARA PARQUE UN",1070000,3,114,"9669",2013-12-20,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-111-bloco-j-1039634",9385.9649122807
"Noroeste ","SQNW 309 BLOCO I RIVIERA 4 QTOS JOIA RARA PRONTO E LAZER COMP",1070000,4,115,"9669",2014-01-29,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-309-bloco-i-1069672",9304.34782608696
"Noroeste ","SQNW 109 REAL EVOLUTION 3? ANDAR 3QT 2 VG NOVOS DESCONTOS",1072000,3,106,"15034",2014-01-05,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-109-584648",10113.2075471698
"Noroeste ","SQNW 309 ****DE CANTO, BOM E BARATO*****",1073000,4,115,"8510",2014-01-29,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-309-522169",9330.4347826087
"Noroeste ","SQNW 309 BLOCO H - ED. PIGOT - PRONTO PARA MORAR",1073818.55,3,100,"8714",2014-01-06,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-309-bloco-h-747182",10738.1855
"Noroeste ","SQNW 309 RIVIERA NOROESTE, CANTO E NASCENTE, 2 VGS 9658-7484",1074000,4,114.1,"18456",2014-01-29,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-309-1063966",9412.79579316389
"Noroeste ","SQNW ***4 QTOS PELO PRE?O DE 3 QTOS***DE CANTO***BARATO",1074000,3,115,"8510",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-260128",9339.13043478261
"Noroeste ","SQNW 309 RIVIERA O 4 QUARTOS MAIS BARATO DO NOROESTE! PRONTO!",1074000,4,114.1,"13766",2014-01-27,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-309-1158085",9412.79579316389
"Noroeste ","SQNW 309 BLOCO I 4 QTOS-ALTO PADR?O ACABAMENTO!!!",1074760,4,114.1,"18574",2013-12-10,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-309-bloco-i-865115",9419.45661700263
"Noroeste ","SQNW 309 BLOCO I 4 QTOS C/ STE, CANTO 2 VGS E FACILITAMOS!",1074766.5,4,114,"7083",2014-01-21,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-309-bloco-i-281787",9427.77631578947
"Noroeste ","SQNW RIVIERA NOROESTE/ UNID CANTO/PRONTO!!!",1074767,4,114.1,"10803",2014-01-09,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-393000",9419.51796669588
"Asa Sul ","SQS 102 VAZADO ACEITA IMOVEL DE MENOR VALOR",1075000,3,115,"10584",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-102-1156898",9347.82608695652
"Noroeste ","SQNW 309 BLOCO H PIGOT / REGENT  / SANCY",1075000,4,127,"16381",2014-01-28,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-309-bloco-h-910031",8464.56692913386
"Sudoeste ","SQSW 104 FEROLA EXCLUSIVO VISTA 9126-9022",1075000,3,98,"11476",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-104-1005396",10969.387755102
"Noroeste ","SQNW 309 ",1075000,4,114.1,"16865",2014-01-22,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqnw-309-1016192",9421.56003505697
"Noroeste ","SQNW RESIDENCIAL PIGOT - UNID. 408! OPORTUNIDADE!",1076000,3,100.31,"15026",2014-01-22,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-468692",10726.7470840395
"Asa Sul ","SQS 306 IMPERD?VEL 3 QUARTOS EXCTE PRE?O!!!",1077000,3,160,"7037",2014-01-27,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-306-792728",6731.25
"Noroeste ","SQNW 109- REAL EVOLUTION/3? ANDAR/PRONTO!!",1077642,3,107.32,"10803",2014-01-09,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-554864",10041.3902348118
"Noroeste ","SQNW 311 BLOCO B ",1078000,3,113,"21020",2013-12-30,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-311-bloco-b-1054741",9539.82300884956
"Noroeste ","SQNW 311 BLOCO B MONTPARNASSE NOROESTE 2 E 3 QTOS PRONTO MORA",1078000,3,115,"9669",2014-01-11,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-311-bloco-b-1158803",9373.91304347826
"Asa Norte ","SQN 305 IMPERD?VEL ! 03 QTOS(STE) DCE EXCTE PRE?O R$$",1079000,3,114.9,"7037",2014-01-27,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-305-823724",9390.77458659704
"Asa Norte ","SQN 214 IMPERD?VEL EXCELENTE APARTAMENTO 3 QUARTOS",1079000,3,102,"7037",2013-12-06,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-214-760614",10578.431372549
"Noroeste ","SQNW 309 RESIDENCIAL PIGOT - APARTAMENTOS DE 2 E 3 QUARTOS",1079736.84,3,100.31,"303164",2014-01-27,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-309-407347",10764
"Noroeste ","SQNW 110 VIVERDE MELHOR PLANTA 3 QTS 2 VG 8419-6306",1080000,3,105,"12068",2014-01-30,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqnw-110-1092287",10285.7142857143
"Asa Sul ","SQS 110 ",1080000,3,99,"17001",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-110-1104927",10909.0909090909
"Asa Norte ","CONDOMINIO COMPLEXO ILHAS DO LAGO ACEITA PROPOSTA - 8156-8764",1080000,2,75,"12180",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-condominio-complexo-ilhas-do-lago-532266",14400
"Sudoeste ","SQSW 504 BLOCO B ",1080000,3,103,"14522",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-504-bloco-b-987188",10485.4368932039
"Asa Sul ","SQS 110 ",1080000,3,99,"17001",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-110-888361",10909.0909090909
"Sudoeste ","SQSW 105 FEROLA VENDE EXCLUSIVO 9126-9022",1080000,3,94.37,"11476",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqsw-105-647470",11444.3149305923
"Asa Sul ","SQS 106 ",1080000,3,135,"2146",2014-01-21,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-106-921462",8000
"Sudoeste ","CCSW 02 UNIQUE!!! ESPETACULAR!",1080000,2,92,"11983",2014-01-16,"/imovel/venda-apartamento-brasilia-df-2-quartos-ccsw-02-637196",11739.1304347826
